# svn co $SVNOFF/PhysicsAnalysis/SUSYPhys/SUSYTools/trunk, taken on 02.06.2015
# cat susy_crosssections_13TeV.txt|awk '{if ($1 != "" && $1 != "#") { s=$3*$5 ; print $1 "   " s "   " $4 " "}else{print $0}}'
# cross-sections are in pb

################################################################################################################   0    
# ttbar: kfactor from here: https://twiki.cern.ch/twiki/bin/view/AtlasProtected/MC15TTbarSamplesPMG

187156	1.1790	1.0   pythia8
187157	1.1790	1.0   pythia8
187158	1.1792	1.0   pythia8
187159	1.1792	1.0   pythia8
187160	0.4817	1.0   pythia8
187161	0.3982	1.0   pythia8
187162	0.0349	1.0   pythia8
187163	0.5068	1.0   pythia8
187164	0.3933	1.0   pythia8
187165	0.0350	1.0   pythia8
187166	0.2595	1.0   pythia8
187167  0.2164	1.0   pythia8
187168  0.0126	1.0   pythia8

187170	0.6393	1.0   pythia8
187171	0.5078	1.0   pythia8
187172	0.0513	1.0   pythia8
187173  0.6454	1.0   pythia8
187174	0.5200	1.0   pythia8
187175	0.0511	1.0   pythia8
187176	0.3268	1.0   pythia8
187177	0.2713	1.0   pythia8
187178	0.0186	1.0   pythia8

187180	0.1217	1.0   pythia8
187181	0.2514	1.0   pythia8
187182	0.1804	1.0   pythia8
187183	0.1222	1.0   pythia8
187184	0.1823	1.0   pythia8
187185	0.0150	1.0   pythia8
187186	0.1032	1.0   pythia8
187187	0.1032	1.0   pythia8
187188	0.1032	1.0   pythia8


################################################################################################################   0    
# Sherpa gamma+jet

361039   34988   0.41028     sherpa21
361040   34986   0.48609     sherpa21
361041   35002   0.10752     sherpa21
361042   3129    0.39960     sherpa21
361043   3132.9   0.48199    sherpa21
361044   3135.2   0.11728    sherpa21
361045   247.41   0.41049    sherpa21
361046   247.39   0.50284    sherpa21
361047   249.37   0.12874    sherpa21
361048   13.648   0.41834    sherpa21
361049   13.617   0.47349    sherpa21
361050   13.874   0.14069    sherpa21
361051   0.92334   0.38226   sherpa21
361052   0.92185   0.47148   sherpa21
361053   0.93819   0.14811   sherpa21
361054   0.018432   0.37036  sherpa21
361055   0.018388   0.46691  sherpa21
361056   0.019046   0.15751  sherpa21
361057   7.9163e-05   0.38030   sherpa21
361058   8.0515e-05   0.45148   sherpa21
361059   8.2153e-05   0.16549   sherpa21
361060   2.4843e-09   0.40351   sherpa21
361061   2.5134e-09   0.41614   sherpa21
361062   2.5431e-09   0.14831   sherpa21

################################################################################################################   0    
# Pythia8 dijet - JZX filtered samples
361000   76508904600   1.   pythia8
361001   1946305980   1.   pythia8
361002   24431336   1.   pythia8
361003   312104   1.   pythia8
361004   3422.36   1.   pythia8
361005   66.3778   1.   pythia8
361006   2.57984   1.   pythia8
361007   0.1803   1.   pythia8
361008   0.00645739   1.   pythia8
361009   0.00023784   1.   pythia8
361010   7.04754e-06   1.   pythia8
361011   1.13058e-07   1.   pythia8
361012   4.40618e-10   1.   pythia8
# Pythia8 dijet - JZXW filtered samples - numbers from https://twiki.cern.ch/twiki/bin/view/AtlasProtected/XsecSummaryMultijet
361020   76955114400.0 1.0   pythia8
361021   52600215.0    1.0   pythia8
361022   811423.536    1.0   pythia8
361023   8453.64024    1.0   pythia8
361024   134.9920945   1.0   pythia8
361025   4.19814486    1.0   pythia8
361026   0.241941709   1.0   pythia8
361027   0.006358874   1.0   pythia8
361028   0.006354782   1.0   pythia8
361029   0.000236819   1.0   pythia8
361030   7.054e-06     1.0   pythia8
361031   1.13e-07      1.0   pythia8
361032   4.405975e-10  1.0   pythia8

################################################################################################################   0    
# PowhegPythia8 dijet

426001   1473849828   1.   pythia8 
426002   1.97235e+07   1.   pythia8 
426003   286031   1.   pythia8 
426004   3238.71   1.   pythia8 
426005   62.3029   1.   pythia8 
426006   2.30961   1.   pythia8 
426007   0.176181   1.   pythia8 
426008   0.00643204   1.   pythia8 
426009   0.000248606   1.   pythia8 

################################################################################################################   0    
# Powheg+Herwig dijet
### warning: dummy cross-sections!!
426101    0     0     herwigpp
426102    0     0     herwigpp
426103    0     0     herwigpp
426104    0     0     herwigpp
426105    0     0     herwigpp
426106    0     0     herwigpp
426107    0     0     herwigpp
426108    0     0     herwigpp
426109    0     0     herwigpp

################################################################################################################   0    
# Sherpa dijet
### warning: dummy cross-sections!!
426131    0     0     sherpa21
426132    0     0     sherpa21
426133    0     0     sherpa21
426134    0     0     sherpa21
426135    0     0     sherpa21
426136    0     0     sherpa21
426137    0     0     sherpa21
426138    0     0     sherpa21
426139    0     0     sherpa21
426140    0     0     sherpa21
426141    0     0     sherpa21
426142    0     0     sherpa21

################################################################################################################   0
## ttH samples aMCatNLOHerwig++ - YR4 values
# ttH H -> gamgam, all ttbar decays
# putting same cross-section as aMCatNLOPythia8 (see below)
341081   0.0010405    1.0   herwigpp
# ttH H->all, different ttbar decays
341177   0.05343       1.0   herwigpp
341270   0.22276       1.0   herwigpp
341271   0.23082       1.0   herwigpp
# ttH inclusive sample
342299   0.5071          1.0   herwigpp
## ttH samples aMCatNLOPythia8 - YR4 values
# ttH H->all, different ttbar decays
343365   0.05343     1.0   pythia8 # ttbar->dilepton
343366   0.22276     1.0   pythia8 # ttbar->semilept
343367   0.23082     1.0   pythia8 # ttbar->allhad
# the A14 variations
### WARNING: using same Xections as nominal 343365-7 above
343638   0.05343     1.0   pythia8 # ttbar->dilepton
343639   0.05343     1.0   pythia8 # ttbar->dilepton
343640   0.22276     1.0   pythia8 # ttbar->semilept
343641   0.22276     1.0   pythia8 # ttbar->semilept
343642   0.23082     1.0   pythia8 # ttbar->allhad
343643   0.23082     1.0   pythia8 # ttbar->allhad
# ttH H -> gamgam - see ANALYSISTO-136, ANALYSISTO-276
343436  0.0010405    1.0   pythia8
# ttH H -> 4l - see ANALYSISTO-298
342561  0.000060137   1.0  herwigpp

################################################################################################################   0
## single-top + Higgs samples
## cross-sections taken from https://twiki.cern.ch/twiki/bin/view/AtlasProtected/HtopMC13TeV
## tHjb samples MadGraphHerwig++
341988  0.00166896  1.0  herwigpp
341989  0.00012335  1.0  herwigpp
341990  0.00061218  1.0  herwigpp
341991  0.422364  1.0  herwigpp
341992  0.031216    1.0  herwigpp
341993  0.15492  1.0  herwigpp
341994  0.222967  1.0  herwigpp
341995  0.016479    1.0  herwigpp
341996  0.081785  1.0  herwigpp
## tHjb samples MadGraphPythia8
343267  0.00012335  1.0  pythia8
343270  0.031216    1.0  pythia8
343273  0.016479    1.0  pythia8
## tWH samples aMCatNLOHerwig++
341997  0.000243  1.0  herwigpp
341998  0.000057  1.0  herwigpp
341999  0.000221  1.0  herwigpp
342000  0.086781  1.0  herwigpp
342001  0.007615  1.0  herwigpp
342002  0.055969  1.0  herwigpp
342003  0.045812  1.0  herwigpp
342004  0.014425  1.0  herwigpp
342005  0.029546  1.0  herwigpp
## some other tH samples added by TTP - values to be confirmed by experts!!!
343266 0.00166896 1.0 pythia8
343268 0.00061218 1.0 pythia8
343269 0.422364   1.0 pythia8
343271 0.15492    1.0 pythia8
343272 0.222967   1.0 pythia8
343274 0.081785   1.0 pythia8

# VBH and  ggH - including filter efficiency, see ANALYSISTO-276
341488   0.001031   1.0   pythia8
341471   0.0081266   1.0   pythia8
# HIGGS PowhegPythia (inc. Higgs decays) - see ANALYSISTO-282
342282   30.198 1.4544   pythia8
342283   3.828    0.9781   pythia8
342284   1.1021   1.2522    pythia8
342285   0.60072  1.4476   pythia8
# FIXME bbH samples - cross-sections unknown
342286   0    0   pythia8
342287   0    0   pythia8


# other Higgs  - see ANALYSISTO-136
344133 0.025226 1 herwigpp
344134 0.025226 1 herwigpp

# ZH (Z->nunu, H->bb) - see ANALYSISTO-408
341101    0.069326    1.4475 pythia8

################################################################################################################   0
# charmonium+Z Pythia8B
### warning: dummy cross-sections!!
304697    0     0     pythia8
304698    0     0     pythia8
304699    0     0     pythia8
304700    0     0     pythia8
304701    0     0     pythia8
304702    0     0     pythia8
304703    0     0     pythia8
304704    0     0     pythia8

################################################################################################################   0

# W'->tb right-handed, leptonic
302713 37.052	 1.39   pythia8
302714 8.9483	 1.42   pythia8
302715 2.9332	 1.45   pythia8
302716 1.1945	 1.42   pythia8
302717 0.52897	 1.43   pythia8
302718 0.25534	 1.44   pythia8
302719 0.13355	 1.41   pythia8
302720 0.071687	 1.40   pythia8
302721 0.040492	 1.36   pythia8
302722 0.023185	 1.33   pythia8
302723 0.013754	 1.28   pythia8

# W'->tb right-handed, leptonic, extended g'/g range
308088 0.069908000     1.32	 pythia8
308089 0.2015000       1.35	 pythia8
308090 0.42514000      1.37	 pythia8
308091 0.11119000      1.34	 pythia8

# W'->tb left-handed + STs, leptonic 
302724 26.661	 1.388   pythia8
302725 7.8852	 1.421   pythia8
302726 4.0102	 1.460   pythia8
302727 2.8584	 1.483   pythia8
302728 2.4813	 1.494   pythia8
302729 2.3465	 1.498   pythia8
302730 2.295	 1.500   pythia8

# W'->tb left-handed, leptonic 
302731 0.10205	  1.40   pythia8
302732 0.031279	  1.36   pythia8
302733 0.010681	  1.29   pythia8

# W'->tb right-handed, full-had
302734 1.0596	  1.49   pythia8
302735 0.081045	  1.41   pythia8
302736 0.01011	  1.25   pythia8

# W'->tb left-handed, full-had
302737 0.80064	  1.50   pythia8
302738 0.062575	  1.42   pythia8
302739 0.0080124  1.26   pythia8


# W'->tb right-handed, leptonic, extended mass range
306123 0.0050524000   1.20  pythia8
306124 0.0019843000   1.13  pythia8
306125 0.00083375000  1.07  pythia8
306126 0.00038097000  1.06  pythia8

# W'->tb left-handed, leptonic, extended mass range
306127 0.05516000     1.39  pythia8
306128 0.018058000    1.32  pythia8
306129 0.0040047000   1.21  pythia8
306130 0.0016142000   1.14  pythia8
306131 0.00070274000  1.10  pythia8
306132 0.00033373000  1.10  pythia8


# Monotop
302740	2.3654		1.0   pythia8
302741	0.55645		1.0   pythia8
302742	0.17367		1.0   pythia8
302743	0.065191	1.0   pythia8
302744	0.027735	1.0   pythia8
302745	0.012895	1.0   pythia8
302746	0.0063956	1.0   pythia8
302747	0.0033304	1.0   pythia8
302748	0.0018022	1.0   pythia8
302749	14.429		1.0   pythia8
302750	0.17878		1.0   pythia8
302751	0.012609	1.0   pythia8
302752	52.774		1.0   pythia8
302753	0.76989		1.0   pythia8
302754	0.066446	1.0   pythia8
302755	147.25		1.0   pythia8
302756	2.9285		1.0   pythia8
302757	0.34373		1.0   pythia8
302758	2.1909		1.0   pythia8
302759	197.58		1.0   pythia8
302760	777.29		1.0   pythia8
302761	245.13		1.0   pythia8
302762	130.6		1.0   pythia8
302763	82.934		1.0   pythia8
302764	41.318		1.0   pythia8
302765	23.405		1.0   pythia8
302766	14.19		1.0   pythia8
302767	9.0838		1.0   pythia8
302768	2.1468		1.0   pythia8
302769	0.54548		1.0   pythia8
302770	0.17974		1.0   pythia8
302771	0.069379	1.0   pythia8
302772	0.029753	1.0   pythia8
302773	0.013731	1.0   pythia8
302774	0.0066796	1.0   pythia8
302775	0.0033791	1.0   pythia8
302776	0.0017625	1.0   pythia8

# Monotop (DM)
307166 1.0279       1.0 pythia8
307167 0.039385     1.0 pythia8
307168 0.0039533    1.0 pythia8
307169 0.00064243   1.0 pythia8
307170 0.00014075   1.0 pythia8
307171 0.95995      1.0 pythia8
307172 0.00013562   1.0 pythia8
307173 0.47326      1.0 pythia8
307174 0.077998     1.0 pythia8
307175 0.018246     1.0 pythia8
307176 0.0053478    1.0 pythia8
307177 0.0018642    1.0 pythia8
307178 0.46871      1.0 pythia8
307179 0.0018086    1.0 pythia8
307180 0.0030724    1.0 pythia8

# Same-sign top (DM) samples
308073	1.3042		1.0	pythia8
308074	0.38954		1.0	pythia8
308075	0.15696		1.0	pythia8
308076	0.075108	1.0	pythia8
308077	0.040244	1.0	pythia8
308078	0.084606	1.0	pythia8
308079	0.022072	1.0	pythia8
308080	0.0080612	1.0	pythia8
308081	0.0035796	1.0	pythia8
308082	0.001815	1.0	pythia8
308083	0.114		1.0	pythia8
308084	0.01902		1.0	pythia8
308085	0.0044234	1.0	pythia8
308086	0.0012704	1.0	pythia8
308087	0.0004306	1.0	pythia8


################################################################################################################   0

## TTS samples: taken from https://cds.cern.ch/record/1662536/files/ATL-COM-PHYS-2014-112.pdf?
302468   3.38      1.0   pythia8
302469   1.16      1.0   pythia8
302470   0.455     1.0   pythia8
302471   0.295     1.0   pythia8
302472   0.195     1.0   pythia8
302473   0.132     1.0   pythia8
302474   0.0900    1.0   pythia8
302475   0.0624    1.0   pythia8
302476   0.0438    1.0   pythia8
302477   0.0311    1.0   pythia8
302478   0.0223    1.0   pythia8
302479   0.0161    1.0   pythia8
302480   0.0117    1.0   pythia8
302481   0.00634   1.0   pythia8
302482   0.00350   1.0   pythia8
# Additional mass points (https://cds.cern.ch/record/1662536/files/ATL-COM-PHYS-2014-112.pdf?version=10)
308294   0.00197   1.0   pythia8
308295   0.00112   1.0   pythia8
308296   0.00065   1.0   pythia8
308297   0.00038   1.0   pythia8
308298   0.00022   1.0   pythia8
308299   0.000132  1.0   pythia8
#TTD
302483   0.455     1.0   pythia8
302484   0.0624    1.0   pythia8
302485   0.0117    1.0   pythia8


################################################################################################################   0

## BBS samples: taken from https://cds.cern.ch/record/1662536/files/ATL-COM-PHYS-2014-112.pdf?
302486   3.38      1.0   pythia8
302487   1.16      1.0   pythia8
302488   0.455     1.0   pythia8
302489   0.295     1.0   pythia8
302490   0.195     1.0   pythia8
302491   0.132     1.0   pythia8
302492   0.0900    1.0   pythia8
302493   0.0624    1.0   pythia8
302494   0.0438    1.0   pythia8
302495   0.0311    1.0   pythia8
302496   0.0223    1.0   pythia8
302497   0.0161    1.0   pythia8
302498   0.0117    1.0   pythia8
302499   0.00634   1.0   pythia8
302500   0.00350   1.0   pythia8
# Additional mass points (https://cds.cern.ch/record/1662536/files/ATL-COM-PHYS-2014-112.pdf?version=10)
308303   0.00197   1.0   pythia8
308304   0.00112   1.0   pythia8
308305   0.00065   1.0   pythia8
308306   0.00038   1.0   pythia8
#BBD
302501   0.455     1.0    pythia8 
302502   0.0624    1.0    pythia8
302503   0.0117    1.0    pythia8


################################################################################################################   0

## XX,YY samples: taken from https://cds.cern.ch/record/1662536/files/ATL-COM-PHYS-2014-112.pdf?
302504   3.38     1.0   pythia8
302505   0.455    1.0   pythia8
302506   0.195    1.0   pythia8
302507   0.0900   1.0   pythia8
302508   0.0438   1.0   pythia8
302509   0.0223   1.0   pythia8
302510   0.0117   1.0   pythia8
302511   0.00350  1.0   pythia8
302512   3.38     1.0   pythia8
302513   0.455    1.0   pythia8
302514   0.195    1.0   pythia8
302515   0.0900   1.0   pythia8
302516   0.0438   1.0   pythia8
302517   0.0223   1.0   pythia8
302518   0.0117   1.0   pythia8
302519   0.00350  1.0   pythia8

# VLQ single X production:
303346 0.02569   1.0   pythia8 
303347 0.006584  1.0   pythia8
303348 0.002773  1.0   pythia8

# more VLQ single production
304747 0.0046041    1.0  pythia8
304748 0.0044239    1.0  pythia8
304752 0.00040346   1.0  pythia8
304753 0.00039333   1.0  pythia8
306984	0.22063	 1.0 pythia8
306985	0.15591	 1.0 pythia8
306987	0.11118	 1.0 pythia8
306989	0.080249	 1.0 pythia8
306990	0.058438	 1.0 pythia8
306991	0.042992	 1.0 pythia8
306994	0.023735	 1.0 pythia8
306997	0.013472	 1.0 pythia8
306998	0.036963	 1.0 pythia8
306999	0.0077947	 1.0 pythia8
307025	0.0026464	 1.0 pythia8
307033	0.049618	 1.0 pythia8
307035	0.010304	 1.0 pythia8
307074	0.17512	 1.0 pythia8
307075	0.11724	 1.0 pythia8
307076	0.08051	 1.0 pythia8
307078	0.056416	 1.0 pythia8
307079	0.040165	 1.0 pythia8
307081	0.028902	 1.0 pythia8
307084	0.015486	 1.0 pythia8
307087	0.0085394	 1.0 pythia8
307089	0.0048202	 1.0 pythia8
307034 0.013674 1.0 pythia8
307036 0.007807 1.0 pythia8
307037 0.005929 1.0 pythia8

# FIXME more VLQ single production, cross-sections unknown
304737  0      0    pythia8
304738  0      0    pythia8
304741  0      0    pythia8
304742  0      0    pythia8

# again VLQ single production - Xsections from ANALYSISTO-356
307111 0.003813 1.0 pythia8
307113 0.34063  1.0 pythia8
307116 0.001524 1.0 pythia8
307117 0.03520  1.0 pythia8
307120 0.019595 1.0 pythia8

# More VLQ (ZBWt) - ANALYSISTO-381
307109   0.18443     1.0  pythia8
307110   0.12983     1.0  pythia8
307112   0.092367    1.0  pythia8
307114   0.066545    1.0  pythia8
307115   0.048345    1.0  pythia8
307118   0.11737     1.0  pythia8
307119   0.02627     1.0  pythia8
307121   0.014702    1.0  pythia8
307122   0.00051187  1.0  pythia8
307123   0.011084    1.0  pythia8
307124   0.030487    1.0  pythia8
307125   0.00641     1.0  pythia8
307126   0.0037683   1.0  pythia8

# ttH(->tautau)
342170   0.0536   0.0632   herwigpp
342171   0.2234   0.0632   herwigpp
342172   0.2315   0.0632   herwigpp

# Triboson
342099	1.0	0.0069746    pythia8
342100	1.0	0.0040562    pythia8
361620	1.0	0.008343     pythia8
361621	1.0	0.001734     pythia8
361622	1.0	0.0034299    pythia8
361623	1.0	0.00021783   pythia8
361624	1.0	0.000855458  pythia8
361625	1.0	1.7059e-05   pythia8
361626	1.0	9.9467e-05   pythia8
361627	1.0	0.000199561  pythia8
407022	1.0	0.0055474    pythia8
407023	1.0	0.0056072    pythia8
407024	1.0	0.0056491    pythia8
407025	1.0	0.0018851    pythia8
407026	1.0	0.0019001    pythia8
407027	1.0	0.0018949    pythia8
407028	1.0	0.0027702    pythia8

# ttbar ttbar (contact interaction model)
302777 1.0  0.928   pythia8

# ttbar ttbar (2UED-RPP model)
302055   1    0.332    pythia8
302056   1    0.075    pythia8
302057   1    0.018    pythia8 
302058   1    0.0045   pythia8
302059   1    0.0011   pythia8

# Graviton to ttbar
305012   7.19     1 pythia8 #400
305013   5.84     1 pythia8 #500
305014   1.18     1 pythia8 #750
305015   0.289    1 pythia8 #1000
305016   0.00498  1 pythia8 #2000
305017   0.000248 1 pythia8 #3000

#Zprime to ttbar
301322 70.27642    1.3   pythia8 # 400GeV
301323 40.12527    1.3   pythia8 # 500GeV
305786 22.784855   1.3   pythia8 # 600GeV
301324 10.70255    1.3   pythia8 # 750GeV
305787 6.8217996   1.3   pythia8 # 800GeV
301325 3.699002    1.3   pythia8 #1000GeV
301326 1.508068    1.3   pythia8
301327 0.684452    1.3   pythia8
301328 0.334388    1.3   pythia8
301329 0.172299    1.3   pythia8
301330 0.092374    1.3   pythia8
301331 0.051054    1.3   pythia8
301332 0.028902    1.3   pythia8
301333 0.016681    1.3   pythia8
301334 0.0021272   1.3   pythia8
301335 0.00033079  1.3   pythia8

#KK gluon to ttbar
307522	240.86     1     pythia8 #500GeV
307523	20.176     1     pythia8 #1000GeV
307524	3.790      1     pythia8 #1500GeV
307525	0.75168    1     pythia8 #2000GeV Width10
307526	0.91596    1     pythia8 #2000GeV Width20
307527	1.052      1     pythia8 #2000GeV
307528	0.37339    1     pythia8 #2500GeV
307529	0.15607    1	  pythia8 #3000GeV
307530	0.074283   1	  pythia8 #3500GeV
307531	0.039494   1	  pythia8 #4000GeV
307532	0.022862   1	  pythia8 #4500GeV
307533	0.014241   1	  pythia8 #5000GeV


# VVV
301535   52.706  	1    sherpa21
301536   52.708  	1    sherpa21
301890   15.348  	1    sherpa21
301891   1.5282  	1    sherpa21
301892   0.24155  	1    sherpa21
301893   15.272  	1    sherpa21
301894   1.5235  	1    sherpa21
301895   0.24183  	1    sherpa21
301896   15.297  	1    sherpa21
301897   1.529  	1    sherpa21
301898   0.2426  	1    sherpa21
301899   5.242  	1    sherpa21
301900   0.38455  	1    sherpa21
301901   0.047209  	1    sherpa21
301902   5.2455  	1    sherpa21
301903   0.38548  	1    sherpa21
301904   0.04724  	1    sherpa21
301905   5.249  	1    sherpa21
301906   0.38482  	1    sherpa21
301907   0.047025  	1    sherpa21
301908   4.0365  	1    sherpa21
301909   0.97151  	1    sherpa21
301910   0.17115  	1    sherpa21

#Vgamma
301887 200.75 1 sherpa21
301888 200.91 1 sherpa21
301889 200.78 1 sherpa21
304776 52.708 1 sherpa21
343243 52.691 1 sherpa21

# Hplus->tb samples
341541       0.56373         1.0   pythia8
341542       0.44224         1.0   pythia8
341543       0.35182         1.0   pythia8
341544       0.28271         1.0   pythia8
341545       0.22777         1.0   pythia8
341546       0.15162         1.0   pythia8
341547       0.10236         1.0   pythia8
341548       0.049872        1.0   pythia8
341549       0.02571         1.0   pythia8
341550       0.013875        1.0   pythia8
341551       0.0078605       1.0   pythia8
341552       0.0045696       1.0   pythia8
341553       0.0027484       1.0   pythia8
341554       0.001063        1.0   pythia8
341555       0.00044365      1.0   pythia8
341556       0.00019537      1.0   pythia8
341557       8.9756e-05      1.0   pythia8
341558       4.2758e-05      1.0   pythia8


# VH, H->2a->4b
341577       0.09426         1.0   pythia8
341578       0.09426         1.0   pythia8
341579       0.09426         1.0   pythia8
341580       0.09426         1.0   pythia8
341581       0.09426         1.0   pythia8
341582       0.09426         1.0   pythia8
341583       0.09426         1.0   pythia8
341584       0.09426         1.0   pythia8
341585       0.09426         1.0   pythia8
341586       0.09426         1.0   pythia8
341587       0.09426         1.0   pythia8
341588       0.09426         1.0   pythia8
341589       0.09426         1.0   pythia8
341590       0.09426         1.0   pythia8
341591       0.09426         1.0   pythia8
341592       0.05983         1.0   pythia8
341593       0.05983         1.0   pythia8
341594       0.05983         1.0   pythia8
341595       0.05983         1.0   pythia8
341596       0.05983         1.0   pythia8
341597       0.05983         1.0   pythia8
341598       0.05983         1.0   pythia8
341599       0.05983         1.0   pythia8
341600       0.05983         1.0   pythia8
341601       0.05983         1.0   pythia8
341602       0.05983         1.0   pythia8
341603       0.05983         1.0   pythia8
341604       0.05983         1.0   pythia8
341605       0.05983         1.0   pythia8
341606       0.05983         1.0   pythia8
341607       0.02982         1.0   pythia8
341608       0.02982         1.0   pythia8
341609       0.02982         1.0   pythia8
341610       0.02982         1.0   pythia8
341611       0.02982         1.0   pythia8
341612       0.02982         1.0   pythia8
341613       0.02982         1.0   pythia8
341614       0.02982         1.0   pythia8
341615       0.02982         1.0   pythia8
341616       0.02982         1.0   pythia8
341617       0.02982         1.0   pythia8
341618       0.02982         1.0   pythia8
341619       0.02982         1.0   pythia8
341620       0.02982         1.0   pythia8
341621       0.02982         1.0   pythia8

# ggZH, H->2a->4b - ANALYSISTO-349
345278       0.01242         1.0   pythia8
345279       0.01242         1.0   pythia8
345280       0.01242         1.0   pythia8
345281       0.01242         1.0   pythia8
345282       0.01242         1.0   pythia8


# ttbar LFV Pythia8
### warning: dummy cross-sections!!
410221       0               0     pythia8

# 4tops ttH Madgraph+Pythia8
### warning: dummy cross-sections!!
344066       0               0     pythia8
344067       0               0     pythia8
344068       0               0     pythia8
344072       0               0     pythia8
344073       0               0     pythia8
344074       0               0     pythia8
344075       0               0     pythia8
344076       0               0     pythia8
344078       0               0     pythia8
344079       0               0     pythia8
344080       0               0     pythia8
344081       0               0     pythia8

# 4tops 2HDM Madgraph+Pythia8
### warning: dummy cross-sections!!
304777       0               0     pythia8
304778       0               0     pythia8
304779       0               0     pythia8
304780       0               0     pythia8
304781       0               0     pythia8
304782       0               0     pythia8
304783       0               0     pythia8

### doubly charged Higgs
# HppHmm
344096   0.06458   0.2858  pythia8
344097   0.01334   0.3031  pythia8
344098   0.003998  0.3198  pythia8
344364   0.001466  0.3264  pythia8
344365   0.000610  0.3362  pythia8
344366   0.000276  0.3451  pythia8
# HppmmHmp
344367   0.1090    0.260   pythia8
344368   0.0231    0.324   pythia8
344369   0.00687   0.342   pythia8
344370   0.00252   0.360   pythia8

## HH samples
#hh->4W 2LSS
343704   0.001            1 herwigpp
343706   0.001            1 herwigpp
343709   0.001            1 herwigpp
343711   0.001            1 herwigpp
343712   0.001            1 herwigpp
343714   0.001            1 herwigpp
343717   0.001            1 herwigpp
343719   0.001            1 herwigpp
#hh->4W 3L
344854   0.001            1 herwigpp
344859   0.001            1 herwigpp
344855   0.001            1 herwigpp
344856   0.001            1 herwigpp
344857   0.001            1 herwigpp
344858   0.001            1 herwigpp
344860   0.001            1 herwigpp
344861   0.001            1 herwigpp
344862   0.001            1 herwigpp
344863   0.001            1 herwigpp
#SS->4W
344927   0.001            1 pythia8
344928   0.001            1 pythia8
344929   0.001            1 pythia8
344930   0.001            1 pythia8
344931   0.001            1 pythia8
344932   0.001            1 pythia8
344933   0.001            1 pythia8
344934   0.001            1 pythia8
344935   0.001            1 pythia8
344936   0.001            1 pythia8
344937   0.001            1 pythia8
344938   0.001            1 pythia8
344939   0.001            1 pythia8
344940   0.001            1 pythia8
344941   0.001            1 pythia8
344942   0.001            1 pythia8
344943   0.001            1 pythia8
344944   0.001            1 pythia8
344945   0.001            1 pythia8
344946   0.001            1 pythia8
344947   0.001            1 pythia8
344948   0.001            1 pythia8
344949   0.001            1 pythia8
344950   0.001            1 pythia8
344951   0.001            1 pythia8
344952   0.001            1 pythia8
344953   0.001            1 pythia8
344954   0.001            1 pythia8
344955   0.001            1 pythia8
344956   0.001            1 pythia8
344957   0.001            1 pythia8
344958   0.001            1 pythia8
344959   0.001            1 pythia8
344960   0.001            1 pythia8
344961   0.001            1 pythia8
344962   0.001            1 pythia8
344963   0.001            1 pythia8
344964   0.001            1 pythia8
344965   0.001            1 pythia8
344966   0.001            1 pythia8

# diphoton samples - ANALYSISTO-357
364500 57.654 1.0 sherpa
364501 34.568 1.0 sherpa
364502 6.2934 1.0 sherpa
364503 0.49159 1.0 sherpa
364504 0.063052 1.0 sherpa
364505 57.697 1.0 sherpa
364506 34.605 1.0 sherpa
364507 6.2868 1.0 sherpa
364508 0.49383 1.0 sherpa
364509 0.063008 1.0 sherpa
364510 57.654 1.0 sherpa
364511 34.645 1.0 sherpa
364512 6.3013 1.0 sherpa
364513 0.49304 1.0 sherpa
364514 0.063019 1.0 sherpa
364517 5.2592 1.0 sherpa
364518 1.3391 1.0 sherpa
364519 0.2448 1.0 sherpa
364521 199.34 1.0 sherpa
364522 134.41 1.0 sherpa
364523 19.076 1.0 sherpa
364524 1.9252 1.0 sherpa
364525 0.29968 1.0 sherpa
364526 199.5 1.0 sherpa
364527 134.5 1.0 sherpa
364528 19.158 1.0 sherpa
364529 1.9171 1.0 sherpa
364530 0.2952 1.0 sherpa
364531 199.39 1.0 sherpa
364532 134.5 1.0 sherpa
364533 19.119 1.0 sherpa
364534 1.9369 1.0 sherpa
364535 0.29983 1.0 sherpa

# VLT samples - ANALYSISTO-403
307038 0.018086     1.0 pythia8
307039 0.013293     1.0 pythia8
307040 0.0098184    1.0 pythia8
307041 0.0072791    1.0 pythia8
307042 0.0054317    1.0 pythia8
307043 0.0040689    1.0 pythia8
307044 0.0030653    1.0 pythia8
307045 0.0023190    1.0 pythia8
307046 0.0017628    1.0 pythia8
307047 0.0013444    1.0 pythia8
307048 0.00078955   1.0 pythia8
307049 0.00046874   1.0 pythia8
306986 0.0045849    1.0 pythia8
306988 0.40949      1.0 pythia8
306992 0.14199      1.0 pythia8
306993 0.031846     1.0 pythia8
306995 0.017834     1.0 pythia8
306996 0.00062145   1.0 pythia8
307000 0.0045861    1.0 pythia8
